"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16880","Registration Functionality Testing","chromium","Thu Jan 16 11:01:30 GMT+07:00 2025","passed","Thu Jan 16 11:01:47 GMT+07:00 2025","","RegistrationTest.spec.js","",""
